key,value,date
jajajajajajajaj,6,11/1/2012
shocking,6,11/1/2012
ruarte,6,11/1/2012
Menem,6,11/1/2012
Mariotto,6,11/1/2012
another,6,11/1/2012
weight,6,11/1/2012
large,6,11/1/2012
repress,6,11/1/2012
ajajjaajajajajajo,6,11/1/2012
PD,6,11/1/2012
participation,6,11/1/2012
power,6,11/1/2012
Conti,6,11/1/2012
story,6,11/1/2012
undiadoscanchas,6,11/1/2012
opposition,6,11/1/2012
gstvalb,6,11/1/2012
plunger,6,11/1/2012
feeling,6,11/1/2012
launch,6,11/1/2012
todonoticia,6,11/1/2012
mobilization,6,11/1/2012
terrible,6,11/1/2012
prayer,6,11/1/2012
elpopularmedio,6,11/1/2012
House're,6,11/1/2012
seeing,6,11/1/2012
campaign,6,11/1/2012
feel,6,11/1/2012
square,6,11/1/2012
ring,6,11/1/2012
daniielmoron,6,11/1/2012
endangered,6,11/1/2012
use,6,11/1/2012
Monday,6,11/1/2012
Tiger,6,11/1/2012
station,6,11/1/2012
call,6,11/1/2012
treat,6,11/1/2012
preventable,6,11/1/2012
huracanoficial,6,11/1/2012
friend,6,11/1/2012
CD,6,11/1/2012
garridom11,6,11/1/2012
understand,6,11/1/2012
olavarr,6,11/1/2012
prendeyapaga,6,11/1/2012
peronismomasdelomismo,6,11/1/2012
Athletic,6,11/1/2012
car,6,11/1/2012
soyquemero,6,11/1/2012
aim,6,11/1/2012
overcome,6,11/1/2012
reflex,6,11/1/2012
listen,6,11/1/2012
welding,6,11/1/2012
beautiful,6,11/1/2012
laugh,6,11/1/2012
Web,6,11/1/2012
prensatemperley,6,11/1/2012
Search,6,11/1/2012
need,6,11/1/2012
woman,6,11/1/2012
dieebramuel10,6,11/1/2012
lunakerplunk,6,11/1/2012
offense,6,11/1/2012
Manu,6,11/1/2012
Nacho,6,11/1/2012
Christian,6,11/1/2012
Temperley,6,11/1/2012
sit,6,11/1/2012
damage,6,11/1/2012
stupidity,6,11/1/2012
unfortunate,6,11/1/2012
replenish,6,11/1/2012
SERINE,6,11/1/2012
sergiolapegue,6,11/1/2012
safe,6,11/1/2012
sebarile,6,11/1/2012
Corvalan,6,11/1/2012
bullying,6,11/1/2012
coup,6,11/1/2012
Coca,6,11/1/2012
catemperley,6,11/1/2012
CAFIERO,6,11/1/2012
matyasmon,6,11/1/2012
bloating,6,11/1/2012
vacant,6,11/1/2012
Street,6,11/1/2012
PCIA,6,11/1/2012
weigh,6,11/1/2012
barrel,6,11/1/2012
Storm,45,11/2/2012
flood,43,11/2/2012
Hurricane,34,11/2/2012
go,18,11/2/2012
Sandy,17,11/2/2012
protest,16,11/2/2012
8N,16,11/2/2012
one,14,11/2/2012
new,13,11/2/2012
day,12,11/2/2012
cris,10,11/2/2012
shelter,9,11/2/2012
Basilica,8,11/2/2012
abortion,8,11/2/2012
say,8,11/2/2012
animal,8,11/2/2012
tear,7,11/2/2012
good,7,11/2/2012
opposition,7,11/2/2012
via,7,11/2/2012
support,7,11/2/2012
victim,6,11/2/2012
March,6,11/2/2012
back,6,11/2/2012
Corina,6,11/2/2012
thing,6,11/2/2012
Make,6,11/2/2012
political,6,11/2/2012
work,6,11/2/2012
order,6,11/2/2012
Argentina,5,11/2/2012
Machar,5,11/2/2012
affect,5,11/2/2012
lost,5,11/2/2012
another,5,11/2/2012
year,5,11/2/2012
message,5,11/2/2012
us,5,11/2/2012
Police,5,11/2/2012
want,5,11/2/2012
reach,5,11/2/2012
time,5,11/2/2012
Paraguay,5,11/2/2012
hectare,4,11/2/2012
find,4,11/2/2012
going,4,11/2/2012
lanacioncom,4,11/2/2012
read,4,11/2/2012
people,4,11/2/2012
see,4,11/2/2012
video,4,11/2/2012
Facebook,4,11/2/2012
luj,4,11/2/2012
water,4,11/2/2012
Photo,4,11/2/2012
prensaidea,4,11/2/2012
love,4,11/2/2012
area,4,11/2/2012
bussling,4,11/2/2012
strike,4,11/2/2012
eat,4,11/2/2012
town,4,11/2/2012
Catamarca,4,11/2/2012
country,4,11/2/2012
cacerolazo,4,11/2/2012
worry,4,11/2/2012
President,4,11/2/2012
Silver,4,11/2/2012
donation,4,11/2/2012
barackobama,4,11/2/2012
light,4,11/2/2012
dog,4,11/2/2012
pablocerrutti,3,11/2/2012
United,3,11/2/2012
axelmanias,3,11/2/2012
Baboon,3,11/2/2012
Argentine,3,11/2/2012
suipacha,3,11/2/2012
YouTube,3,11/2/2012
young,3,11/2/2012
drapignata,3,11/2/2012
Putting,3,11/2/2012
song,3,11/2/2012
locuracuerva,3,11/2/2012
Navarre,3,11/2/2012
spend,3,11/2/2012
regarding,3,11/2/2012
die,3,11/2/2012
Yellow,3,11/2/2012
morning,3,11/2/2012
continue,3,11/2/2012
obscure,3,11/2/2012
harm,3,11/2/2012
right,3,11/2/2012
piaasao,3,11/2/2012
eBay,3,11/2/2012
happen,3,11/2/2012
concert,3,11/2/2012
enough,3,11/2/2012
celebration,3,11/2/2012
Mauritius,3,11/2/2012
motion,3,11/2/2012
place,3,11/2/2012
social,3,11/2/2012
action,3,11/2/2012
Home,3,11/2/2012
campaign,3,11/2/2012
reassure,3,11/2/2012
Aries,3,11/2/2012
call,3,11/2/2012
Obama,3,11/2/2012
blame,3,11/2/2012
axeloficial,3,11/2/2012
link,3,11/2/2012
House,3,11/2/2012
air,3,11/2/2012
future,3,11/2/2012
misojos,3,11/2/2012
week,3,11/2/2012
rain,3,11/2/2012
boiler,3,11/2/2012
law,3,11/2/2012
Apple,3,11/2/2012
Waldocasal,3,11/2/2012
Saturday,3,11/2/2012
definitely,3,11/2/2012
hunger,2,11/2/2012
dollar,2,11/2/2012
Internet,2,11/2/2012
Poor,2,11/2/2012
guamuz,2,11/2/2012
tax,2,11/2/2012
overcome,2,11/2/2012
mourn,2,11/2/2012
party,2,11/2/2012
Aguilera,2,11/2/2012
wholesale,2,11/2/2012
weight,2,11/2/2012
htt,2,11/2/2012
album,2,11/2/2012
suffer,2,11/2/2012
Holy,2,11/2/2012
legal,2,11/2/2012
may,2,11/2/2012
pablolanusse,2,11/2/2012
inaction,2,11/2/2012
body,2,11/2/2012
franc,2,11/2/2012
eternal,2,11/2/2012
incentives,2,11/2/2012
little,2,11/2/2012
free,2,11/2/2012
luchobugallo,2,11/2/2012
ask,2,11/2/2012
think,2,11/2/2012
seeing,2,11/2/2012
danger,2,11/2/2012
Commercial,2,11/2/2012
put,2,11/2/2012
square,2,11/2/2012
story,2,11/2/2012
jajajo,2,11/2/2012
Boston,2,11/2/2012
temperature,2,11/2/2012
militant,2,11/2/2012
calm,2,11/2/2012
NBA,2,11/2/2012
neuqu,2,11/2/2012
angeldebritook,2,11/2/2012
Christina,2,11/2/2012
Rosary,2,11/2/2012
warn,2,11/2/2012
Neighbor,2,11/2/2012
excellent,2,11/2/2012
vickycejas1,2,11/2/2012
join,2,11/2/2012
liberpueblo,2,11/2/2012
fronted,2,11/2/2012
cronicaweb,2,11/2/2012
history,2,11/2/2012
beautiful,2,11/2/2012
City,2,11/2/2012
measure,2,11/2/2012
topic,2,11/2/2012
clarincom,2,11/2/2012
NASB,2,11/2/2012
damage,2,11/2/2012
speaks,2,11/2/2012
Double,2,11/2/2012
perritosmojados,2,11/2/2012
GOB,2,11/2/2012
South,2,11/2/2012
purchase,2,11/2/2012
criticize,2,11/2/2012
Decides to,2,11/2/2012
criminalization,2,11/2/2012
person,2,11/2/2012
Hurricane,60,11/3/2012
Storm,28,11/3/2012
flood,22,11/3/2012
go,20,11/3/2012
protest,12,11/3/2012
good,10,11/3/2012
new,8,11/3/2012
play,8,11/3/2012
sanlorenzo,7,11/3/2012
affect,7,11/3/2012
Sandy,7,11/3/2012
losing,7,11/3/2012
8N,7,11/3/2012
win,7,11/3/2012
bussling,7,11/3/2012
time,7,11/3/2012
find,6,11/3/2012
field,6,11/3/2012
know,6,11/3/2012
second,6,11/3/2012
year,6,11/3/2012
Cordoba,6,11/3/2012
one,6,11/3/2012
air,6,11/3/2012
party,6,11/3/2012
danielscioli,6,11/3/2012
Web,5,11/3/2012
Argentina,5,11/3/2012
York,5,11/3/2012
day,5,11/3/2012
Manifestant,5,11/3/2012
people,5,11/3/2012
life,5,11/3/2012
see,5,11/3/2012
pas_©,4,11/3/2012
lose,4,11/3/2012
old,4,11/3/2012
back,4,11/3/2012
Cacerolazo,4,11/3/2012
encourage,4,11/3/2012
salgar,4,11/3/2012
soyquemero,4,11/3/2012
first,4,11/3/2012
via,4,11/3/2012
love,4,11/3/2012
support,4,11/3/2012
call,4,11/3/2012
work,4,11/3/2012
end,4,11/3/2012
bnacional,4,11/3/2012
make,4,11/3/2012
independent,4,11/3/2012
Rivadavia,4,11/3/2012
mouth,4,11/3/2012
Saint,3,11/3/2012
March,3,11/3/2012
going,3,11/3/2012
big,3,11/3/2012
Bombonera,3,11/3/2012
noesno,3,11/3/2012
putting,3,11/3/2012
look,3,11/3/2012
Bra'shit,3,11/3/2012
juegasl,3,11/3/2012
tray,3,11/3/2012
fucking,3,11/3/2012
luj,3,11/3/2012
joy,3,11/3/2012
opposition,3,11/3/2012
thing,3,11/3/2012
Home,3,11/3/2012
Add,3,11/3/2012
singing,3,11/3/2012
October,3,11/3/2012
child,3,11/3/2012
prune,3,11/3/2012
record,3,11/3/2012
City,3,11/3/2012
give,3,11/3/2012
say,3,11/3/2012
need,3,11/3/2012
film,3,11/3/2012
poor,3,11/3/2012
neighboring,3,11/3/2012
dog,3,11/3/2012
spend,3,11/3/2012
Carranza,2,11/3/2012
quiqueds,2,11/3/2012
8nyonovoy,2,11/3/2012
hunger,2,11/3/2012
hectare,2,11/3/2012
BN,2,11/3/2012
month,2,11/3/2012
wanting,2,11/3/2012
Middle,2,11/3/2012
Hill,2,11/3/2012
follow,2,11/3/2012
style,2,11/3/2012
winning,2,11/3/2012
window,2,11/3/2012
Nou,2,11/3/2012
cba24ntv,2,11/3/2012
achieve,2,11/3/2012
regarding,2,11/3/2012
break,2,11/3/2012
Piriz,2,11/3/2012
River,2,11/3/2012
equiletox,2,11/3/2012
Angel,2,11/3/2012
Start,2,11/3/2012
Photo,2,11/3/2012
leave,2,11/3/2012
ShootMania,2,11/3/2012
victory,2,11/3/2012
whore,2,11/3/2012
leomessifanclub,2,11/3/2012
province,2,11/3/2012
controversial,2,11/3/2012
Sun,2,11/3/2012
Hospital,2,11/3/2012
independienterivadavia,2,11/3/2012
harassment,2,11/3/2012
sexual,2,11/3/2012
large,2,11/3/2012
imported,2,11/3/2012
3rd,2,11/3/2012
current,2,11/3/2012
Let,2,11/3/2012
power,2,11/3/2012
night,2,11/3/2012
water,2,11/3/2012
address,2,11/3/2012
buy,2,11/3/2012
strong,2,11/3/2012
Thiago,2,11/3/2012
climate,2,11/3/2012
Messi,2,11/3/2012
country,2,11/3/2012
Lawrence,2,11/3/2012
Sleeping,2,11/3/2012
defeat,2,11/3/2012
hatred,2,11/3/2012
history,2,11/3/2012
create,2,11/3/2012
Heras,2,11/3/2012
World,2,11/3/2012
Duc,2,11/3/2012
Government,2,11/3/2012
ask,2,11/3/2012
weather,2,11/3/2012
tomorrow,2,11/3/2012
eye,2,11/3/2012
raise,2,11/3/2012
area,2,11/3/2012
unidosyorganizados,2,11/3/2012
mean,2,11/3/2012
type,2,11/3/2012
cuando30secondstomarsdominenelmundo,2,11/3/2012
door,2,11/3/2012
Remember,2,11/3/2012
offer,2,11/3/2012
axeloficial,2,11/3/2012
lift,2,11/3/2012
understand,2,11/3/2012
last,2,11/3/2012
promote,2,11/3/2012
eat,2,11/3/2012
join,2,11/3/2012
lvez,2,11/3/2012
game,2,11/3/2012
Crow,2,11/3/2012
meet,2,11/3/2012
happy,2,11/3/2012
tormenta2012,2,11/3/2012
camp,2,11/3/2012
Court,2,11/3/2012
Group,2,11/3/2012
Antonella,2,11/3/2012
Athens,2,11/3/2012
high,2,11/3/2012
vs,2,11/3/2012
want,2,11/3/2012
dress,2,11/3/2012
todossomosuno,2,11/3/2012
democracy,2,11/3/2012
Player,2,11/3/2012
take,2,11/3/2012
replenish,2,11/3/2012
collaboration,2,11/3/2012
oportunido,2,11/3/2012
regular,2,11/3/2012
coming,2,11/3/2012
PT,2,11/3/2012
C5N,2,11/3/2012
defeating,2,11/3/2012
order,2,11/3/2012
TV,2,11/3/2012
Street,2,11/3/2012
8N,63,11/4/2012
Storm,29,11/4/2012
go,27,11/4/2012
Hurricane,23,11/4/2012
protest,18,11/4/2012
Government,17,11/4/2012
one,17,11/4/2012
opposition,13,11/4/2012
support,13,11/4/2012
flood,13,11/4/2012
back,11,11/4/2012
via,11,11/4/2012
day,10,11/4/2012
people,10,11/4/2012
8nyonovoy,9,11/4/2012
Argentina,9,11/4/2012
Macri,9,11/4/2012
dariogallo,8,11/4/2012
spread,8,11/4/2012
Manifestant,8,11/4/2012
time,8,11/4/2012
March,7,11/4/2012
wanting,7,11/4/2012
see,7,11/4/2012
spontaneous,7,11/4/2012
spend,7,11/4/2012
unemployment,6,11/4/2012
Republic,6,11/4/2012
leave,6,11/4/2012
9N,6,11/4/2012
newspaper boy,6,11/4/2012
life,6,11/4/2012
bargain,6,11/4/2012
say,6,11/4/2012
want,6,11/4/2012
make,6,11/4/2012
Great,6,11/4/2012
victim,5,11/4/2012
stop,5,11/4/2012
Sandy,5,11/4/2012
square,5,11/4/2012
pablolanusse,5,11/4/2012
sergioranieri,5,11/4/2012
us,5,11/4/2012
Enrique,5,11/4/2012
give,5,11/4/2012
mouth,5,11/4/2012
move,4,11/4/2012
desire,4,11/4/2012
bad,4,11/4/2012
new,4,11/4/2012
truth,4,11/4/2012
7 d,4,11/4/2012
freedom,4,11/4/2012
love,4,11/4/2012
Constitution,4,11/4/2012
right,4,11/4/2012
live,4,11/4/2012
Pinti,4,11/4/2012
afraid,4,11/4/2012
party,4,11/4/2012
represent,3,11/4/2012
Re,3,11/4/2012
eliooses,3,11/4/2012
imagined,3,11/4/2012
find,3,11/4/2012
Argentine,3,11/4/2012
perfect,3,11/4/2012
much,3,11/4/2012
clarincom,3,11/4/2012
good,3,11/4/2012
means,3,11/4/2012
Phillip,3,11/4/2012
denounce,3,11/4/2012
manifest,3,11/4/2012
Pando,3,11/4/2012
Council,3,11/4/2012
Saint,3,11/4/2012
fucking,3,11/4/2012
Create,3,11/4/2012
pass,3,11/4/2012
White,3,11/4/2012
Holy,3,11/4/2012
Juli,3,11/4/2012
coup,3,11/4/2012
movement,3,11/4/2012
8nyosivoy,3,11/4/2012
Mr,3,11/4/2012
ask,3,11/4/2012
State,3,11/4/2012
mobilization,3,11/4/2012
thing,3,11/4/2012
losing,3,11/4/2012
Add,3,11/4/2012
respect,3,11/4/2012
ioliveradoll,3,11/4/2012
positive,3,11/4/2012
going,3,11/4/2012
8nvoy,3,11/4/2012
militancy,3,11/4/2012
Remember,3,11/4/2012
last,3,11/4/2012
country,3,11/4/2012
lock,3,11/4/2012
cacerolazo,3,11/4/2012
democracy,3,11/4/2012
take,3,11/4/2012
rain,3,11/4/2012
running,3,11/4/2012
lay,3,11/4/2012
clear,3,11/4/2012
PS22,3,11/4/2012
Street,3,11/4/2012
relief,3,11/4/2012
serious,3,11/4/2012
Blue,2,11/4/2012
Granario,2,11/4/2012
Scioli,2,11/4/2012
invent,2,11/4/2012
suffer,2,11/4/2012
marchettipablo,2,11/4/2012
perfilcom,2,11/4/2012
citizen,2,11/4/2012
Luis,2,11/4/2012
Err,2,11/4/2012
nation,2,11/4/2012
Mariotto,2,11/4/2012
Maurice,2,11/4/2012
Photo,2,11/4/2012
Be honest,2,11/4/2012
Jajo,2,11/4/2012
disappear,2,11/4/2012
steal,2,11/4/2012
enjoy,2,11/4/2012
jump,2,11/4/2012
Lawrence,2,11/4/2012
try,2,11/4/2012
Champion,2,11/4/2012
superb,2,11/4/2012
Let,2,11/4/2012
awada,2,11/4/2012
Castelo,2,11/4/2012
struggle,2,11/4/2012
sing,2,11/4/2012
earthquake,2,11/4/2012
change,2,11/4/2012
wait,2,11/4/2012
voice,2,11/4/2012
efectisto,2,11/4/2012
declare,2,11/4/2012
massive,2,11/4/2012
grandstand,2,11/4/2012
angry,2,11/4/2012
emotion,2,11/4/2012
Please,2,11/4/2012
tedible,2,11/4/2012
Black,2,11/4/2012
called,2,11/4/2012
Monday,2,11/4/2012
political,2,11/4/2012
bussling,2,11/4/2012
Chile,2,11/4/2012
gurivalentino,2,11/4/2012
dewy,2,11/4/2012
accompany,2,11/4/2012
flag,2,11/4/2012
Democratic,2,11/4/2012
fly,2,11/4/2012
woman,2,11/4/2012
House,2,11/4/2012
air,2,11/4/2012
Dicarlo,2,11/4/2012
rayovirtual,2,11/4/2012
Snuff,2,11/4/2012
fuck,2,11/4/2012
high,2,11/4/2012
jlespert,2,11/4/2012
trumpet,2,11/4/2012
worry,2,11/4/2012
lie,2,11/4/2012
goal,2,11/4/2012
grant,2,11/4/2012
Kiss,2,11/4/2012
big,2,11/4/2012
Mao,2,11/4/2012
Kid,2,11/4/2012
mother,2,11/4/2012
bober21,2,11/4/2012
coming,2,11/4/2012
shirt,2,11/4/2012
President,2,11/4/2012
Decides to,2,11/4/2012
eats,2,11/4/2012
Player,2,11/4/2012
liberate,2,11/4/2012
8N,46,11/5/2012
go,29,11/5/2012
protest,22,11/5/2012
Storm,17,11/5/2012
flood,17,11/5/2012
one,12,11/5/2012
know,8,11/5/2012
Hurricane,8,11/5/2012
lakamporavuelaconlanata,8,11/5/2012
say,7,11/5/2012
March,6,11/5/2012
Manifestant,6,11/5/2012
province,6,11/5/2012
another,6,11/5/2012
Time,6,11/5/2012
person,6,11/5/2012
Esquel,5,11/5/2012
people,5,11/5/2012
see,5,11/5/2012
access,5,11/5/2012
friend,5,11/5/2012
declare,5,11/5/2012
good,5,11/5/2012
week,5,11/5/2012
find,4,11/5/2012
new,4,11/5/2012
July,4,11/5/2012
opposition,4,11/5/2012
Basilica,4,11/5/2012
Photo,4,11/5/2012
organize,4,11/5/2012
Make,4,11/5/2012
political,4,11/5/2012
call,4,11/5/2012
strike,4,11/5/2012
telefenoticio,4,11/5/2012
us,4,11/5/2012
air,4,11/5/2012
give,4,11/5/2012
want,4,11/5/2012
rain,4,11/5/2012
stay,4,11/5/2012
Lujan,4,11/5/2012
liberate,4,11/5/2012
puntosdeencuentro8n,3,11/5/2012
going,3,11/5/2012
York,3,11/5/2012
Organizer,3,11/5/2012
Sandy,3,11/5/2012
square,3,11/5/2012
video,3,11/5/2012
year,3,11/5/2012
Holy,3,11/5/2012
put,3,11/5/2012
todosalasplazo,3,11/5/2012
thing,3,11/5/2012
Home,3,11/5/2012
seeing,3,11/5/2012
win,3,11/5/2012
municipality,3,11/5/2012
Start,3,11/5/2012
insecurity,3,11/5/2012
mining,3,11/5/2012
serve,3,11/5/2012
flag,3,11/5/2012
record,3,11/5/2012
country,3,11/5/2012
City,3,11/5/2012
take,3,11/5/2012
drives,3,11/5/2012
counter,3,11/5/2012
Street,3,11/5/2012
Total,3,11/5/2012
repudiation,3,11/5/2012
taxi,2,11/5/2012
saying,2,11/5/2012
cacerolazo,2,11/5/2012
show,2,11/5/2012
Re,2,11/5/2012
kill,2,11/5/2012
Madrid,2,11/5/2012
hate,2,11/5/2012
Argentine,2,11/5/2012
winner,2,11/5/2012
eat,2,11/5/2012
charge,2,11/5/2012
331,2,11/5/2012
Australia,2,11/5/2012
case,2,11/5/2012
GT,2,11/5/2012
fernandezanibal,2,11/5/2012
read,2,11/5/2012
propose,2,11/5/2012
LAN,2,11/5/2012
mourn,2,11/5/2012
wanting,2,11/5/2012
report,2,11/5/2012
fernandezpm,2,11/5/2012
day,2,11/5/2012
minute,2,11/5/2012
school,2,11/5/2012
name,2,11/5/2012
collective,2,11/5/2012
Jajo,2,11/5/2012
leave,2,11/5/2012
bad,2,11/5/2012
Pando,2,11/5/2012
mobilize,2,11/5/2012
side,2,11/5/2012
Glen,2,11/5/2012
Caribbean,2,11/5/2012
HS,2,11/5/2012
damyloco,2,11/5/2012
back,2,11/5/2012
jump,2,11/5/2012
urgent,2,11/5/2012
Macri,2,11/5/2012
corrupt,2,11/5/2012
happen,2,11/5/2012
organizing,2,11/5/2012
Government,2,11/5/2012
publish,2,11/5/2012
cradle,2,11/5/2012
clarinisto,2,11/5/2012
Duck,2,11/5/2012
Cuba,2,11/5/2012
concentrate,2,11/5/2012
GOB,2,11/5/2012
ant_©res,2,11/5/2012
faith,2,11/5/2012
laburo,2,11/5/2012
Santa Fe,2,11/5/2012
violence,2,11/5/2012
massive,2,11/5/2012
alert,2,11/5/2012
head,2,11/5/2012
think,2,11/5/2012
point,2,11/5/2012
right,2,11/5/2012
disaster,2,11/5/2012
Bullrich,2,11/5/2012
elviejoclifford,2,11/5/2012
Monday,2,11/5/2012
create,2,11/5/2012
occupy,2,11/5/2012
much,2,11/5/2012
interest,2,11/5/2012
Haiti,2,11/5/2012
angeldebritook,2,11/5/2012
excuse,2,11/5/2012
hear,2,11/5/2012
rare,2,11/5/2012
November,2,11/5/2012
town,2,11/5/2012
obvious,2,11/5/2012
fun,2,11/5/2012
Court,2,11/5/2012
Please,2,11/5/2012
Search,2,11/5/2012
Thursday,2,11/5/2012
high,2,11/5/2012
seek,2,11/5/2012
Mole,2,11/5/2012
party,2,11/5/2012
rower,2,11/5/2012
Lib_©ration,2,11/5/2012
regressive,2,11/5/2012
Club,2,11/5/2012
FAP,2,11/5/2012
Dark,2,11/5/2012
silvinaescudero,2,11/5/2012
MON,2,11/5/2012
play,2,11/5/2012
normal,2,11/5/2012
driver,2,11/5/2012
April,2,11/5/2012
running,2,11/5/2012
Act,2,11/5/2012
The,2,11/5/2012
grow,2,11/5/2012
Bugle,2,11/5/2012
barrionuevo,2,11/5/2012
Saturday,2,11/5/2012
thought,2,11/5/2012
polinarco,2,11/5/2012
efabregat,2,11/5/2012
talk,2,11/5/2012
nacionalcordoba,1,11/5/2012
etupideces,1,11/5/2012
dish,1,11/5/2012
Good,1,11/5/2012
represent,1,11/5/2012
Haha,1,11/5/2012
milk,1,11/5/2012
Jubilee,1,11/5/2012
bundling,1,11/5/2012
Duhalde,1,11/5/2012
8N,64,11/6/2012
Storm,28,11/6/2012
go,27,11/6/2012
Manifestant,24,11/6/2012
political,23,11/6/2012
protest,22,11/6/2012
one,21,11/6/2012
flood,21,11/6/2012
Hurricane,20,11/6/2012
todochicos,14,11/6/2012
dollar,12,11/6/2012
time,12,11/6/2012
Warn,11,11/6/2012
say,11,11/6/2012
Goodbye,9,11/6/2012
Argentina,8,11/6/2012
find,8,11/6/2012
March,8,11/6/2012
good,8,11/6/2012
people,8,11/6/2012
Government,8,11/6/2012
opposition,8,11/6/2012
friend,8,11/6/2012
reward,8,11/6/2012
walking,7,11/6/2012
rain,7,11/6/2012
stop,6,11/6/2012
July,6,11/6/2012
leader,6,11/6/2012
power,6,11/6/2012
fight,6,11/6/2012
claim,6,11/6/2012
Avid,6,11/6/2012
want,6,11/6/2012
spend,6,11/6/2012
World,5,11/6/2012
day,5,11/6/2012
Sandy,5,11/6/2012
expect,5,11/6/2012
freedom,5,11/6/2012
National,5,11/6/2012
social,5,11/6/2012
service,5,11/6/2012
heat,5,11/6/2012
Twitter,5,11/6/2012
Saturday,5,11/6/2012
talk,5,11/6/2012
sanlorenzo,4,11/6/2012
going,4,11/6/2012
look,4,11/6/2012
side,4,11/6/2012
back,4,11/6/2012
video,4,11/6/2012
new,4,11/6/2012
expression,4,11/6/2012
via,4,11/6/2012
call,4,11/6/2012
Learn,4,11/6/2012
Kirchner,4,11/6/2012
air,4,11/6/2012
make,4,11/6/2012
electrical,4,11/6/2012
build,4,11/6/2012
mouth,4,11/6/2012
High,4,11/6/2012
Web,3,11/6/2012
Argentine,3,11/6/2012
clarincom,3,11/6/2012
better,3,11/6/2012
take,3,11/6/2012
fall,3,11/6/2012
overseamer,3,11/6/2012
Start,3,11/6/2012
ertenembaum,3,11/6/2012
morning,3,11/6/2012
prevent,3,11/6/2012
Create,3,11/6/2012
see,3,11/6/2012
corrupt,3,11/6/2012
rejecting,3,11/6/2012
various,3,11/6/2012
cause,3,11/6/2012
movement,3,11/6/2012
wanted,3,11/6/2012
change,3,11/6/2012
wait,3,11/6/2012
Home,3,11/6/2012
love,3,11/6/2012
Elm,3,11/6/2012
feel,3,11/6/2012
agro,3,11/6/2012
live,3,11/6/2012
passed,3,11/6/2012
strike,3,11/6/2012
tell,3,11/6/2012
Remember,3,11/6/2012
sound,3,11/6/2012
prune,3,11/6/2012
need,3,11/6/2012
denarvaez,3,11/6/2012
jacket,3,11/6/2012
genuine,3,11/6/2012
Player,3,11/6/2012
pay,3,11/6/2012
diarioole,3,11/6/2012
get the hell,3,11/6/2012
party,3,11/6/2012
antimod,3,11/6/2012
jajajajo,3,11/6/2012
eats,3,11/6/2012
person,3,11/6/2012
model,3,11/6/2012
travel,3,11/6/2012
palabradejuan,2,11/6/2012
help,2,11/6/2012
cute,2,11/6/2012
lack,2,11/6/2012
Ricardo,2,11/6/2012
connect,2,11/6/2012
participate,2,11/6/2012
follow,2,11/6/2012
Che,2,11/6/2012
Victorio,2,11/6/2012
mix,2,11/6/2012
fix,2,11/6/2012
Cecilio,2,11/6/2012
