key,value,date
movie,40,2/16/2014
oposi,39,2/16/2014
tranny,39,2/16/2014
House,39,2/16/2014
duty,38,2/16/2014
night,38,2/16/2014
ladyboy,38,2/16/2014
transex,38,2/16/2014
sweat,38,2/16/2014
tgirl,38,2/16/2014
bug,38,2/16/2014
Pol,38,2/16/2014
Carnival,37,2/16/2014
Sunday,37,2/16/2014
stylish,37,2/16/2014
cover,37,2/16/2014
kill,35,2/16/2014
front,35,2/16/2014
Dilma,35,2/16/2014
half,34,2/16/2014
eat,34,2/16/2014
sheet,34,2/16/2014
Open,33,2/16/2014
live,33,2/16/2014
DIO,33,2/16/2014
Photo,32,2/16/2014
goal,32,2/16/2014
help,31,2/16/2014
sosvenezuela,31,2/16/2014
Cup,31,2/16/2014
catrafrases,31,2/16/2014
Mico,30,2/16/2014
Word,30,2/16/2014
ask,30,2/16/2014
claim,30,2/16/2014
turn,30,2/16/2014
idiot,30,2/16/2014
game,29,2/16/2014
continue,29,2/16/2014
believe,29,2/16/2014
bed,29,2/16/2014
year,29,2/16/2014
dog,29,2/16/2014
rule,29,2/16/2014
judge,28,2/16/2014
bad,28,2/16/2014
glass,28,2/16/2014
part,28,2/16/2014
sleep,28,2/16/2014
ihthiago,28,2/16/2014
Court,28,2/16/2014
Hor,28,2/16/2014
Tico,28,2/16/2014
Lula,28,2/16/2014
greater,27,2/16/2014
disaster,27,2/16/2014
Cruise,27,2/16/2014
support,27,2/16/2014
Venezuelan,27,2/16/2014
delay,27,2/16/2014
hurt,27,2/16/2014
Finish,26,2/16/2014
YouTube,26,2/16/2014
beat,26,2/16/2014
filosofar.,26,2/16/2014
ration,26,2/16/2014
death,26,2/16/2014
beautiful,26,2/16/2014
need,26,2/16/2014
CAF,26,2/16/2014
Enter,26,2/16/2014
drought,1130,2/17/2014
heat,717,2/17/2014
feel,354,2/17/2014
signosfodas,201,2/17/2014
person,200,2/17/2014
protest,176,2/17/2014
cold,128,2/17/2014
River,123,2/17/2014
time,123,2/17/2014
Venezuela,122,2/17/2014
manifestant,103,2/17/2014
Brazil,101,2/17/2014
good,101,2/17/2014
To want,97,2/17/2014
day,92,2/17/2014
take,87,2/17/2014
know,81,2/17/2014
stay,79,2/17/2014
To give,77,2/17/2014
view,72,2/17/2014
Sixth,69,2/17/2014
pass,67,2/17/2014
find,66,2/17/2014
fish,64,2/17/2014
costumar.,64,2/17/2014
form,56,2/17/2014
say,56,2/17/2014
people,55,2/17/2014
strike,54,2/17/2014
MEO,54,2/17/2014
like,53,2/17/2014
boring,51,2/17/2014
Photo,50,2/17/2014
Let,49,2/17/2014
precedence,48,2/17/2014
shemale,45,2/17/2014
love,45,2/17/2014
life,45,2/17/2014
igorrobertoreal,44,2/17/2014
beautiful,42,2/17/2014
vocenaosabiaq,40,2/17/2014
stop,39,2/17/2014
clothes,38,2/17/2014
To find,38,2/17/2014
come,37,2/17/2014
piadashomer,37,2/17/2014
World,36,2/17/2014
prune,36,2/17/2014
new,35,2/17/2014
talk,35,2/17/2014
violent,34,2/17/2014
frasesdebebar,34,2/17/2014
movie,33,2/17/2014
Government,32,2/17/2014
chocolate,32,2/17/2014
rain,32,2/17/2014
demonstrate,31,2/17/2014
conversation,30,2/17/2014
read,29,2/17/2014
Vel,29,2/17/2014
CLA,29,2/17/2014
House,29,2/17/2014
sit,29,2/17/2014
old,28,2/17/2014
back,28,2/17/2014
Storm,28,2/17/2014
use,27,2/17/2014
Wake up,27,2/17/2014
wine,27,2/17/2014
bug,26,2/17/2014
A moment,26,2/17/2014
room,26,2/17/2014
change,26,2/17/2014
live,26,2/17/2014
claim,26,2/17/2014
make,26,2/17/2014
flood,26,2/17/2014
drink,26,2/17/2014
cover,26,2/17/2014
Street,26,2/17/2014
sleep,25,2/17/2014
stylish,25,2/17/2014
escorpi,25,2/17/2014
sweat,25,2/17/2014
think,25,2/17/2014
believe,25,2/17/2014
Miss,25,2/17/2014
