key,value,date
Sandoval,127,9/13/13
netzai,125,9/13/13
keep,125,9/13/13
wholesale,125,9/13/13
lopezdorigo,124,9/13/13
Palace,124,9/13/13
Antone,124,9/13/13
climate,122,9/13/13
inform,122,9/13/13
affect,120,9/13/13
Geno,119,9/13/13
enah,119,9/13/13
closterkeller,118,9/13/13
VAT,115,9/13/13
ready,115,9/13/13
authority,114,9/13/13
tvnoticiasmx,114,9/13/13
UNAM,113,9/13/13
Ingrid,1424,9/14/13
Mexico,1162,9/14/13
Hurricane,1077,9/14/13
Storm,1030,9/14/13
Veracruz,902,9/14/13
CNTE,892,9/14/13
manifestant,801,9/14/13
Xico,725,9/14/13
protest,683,9/14/13
tropical,682,9/14/13
March,634,9/14/13
City,596,9/14/13
master,535,9/14/13
populate,497,9/14/13
Police,473,9/14/13
National,438,9/14/13
Calo,397,9/14/13
jlgalindo1,376,9/14/13
teacher,366,9/14/13
convert,327,9/14/13
Polic,311,9/14/13
alert,273,9/14/13
cntesequeda,271,9/14/13
Manuel,268,9/14/13
flood,266,9/14/13
support,244,9/14/13
clash,225,9/14/13
to be able to,220,9/14/13
Gulf,217,9/14/13
EPN,209,9/14/13
rain,207,9/14/13
category,205,9/14/13
Center,199,9/14/13
new,196,9/14/13
Plaza,194,9/14/13
Xalapa,173,9/14/13
strike,173,9/14/13
Government,158,9/14/13
climate,156,9/14/13
time,147,9/14/13
Highway,146,9/14/13
Mexican,146,9/14/13
telenewsmex,144,9/14/13
public,141,9/14/13
place,135,9/14/13
Tamaulipas,135,9/14/13
logo,133,9/14/13
eviction,130,9/14/13
student,125,9/14/13
Federal,123,9/14/13
deal with,119,9/14/13
image,118,9/14/13
cry,112,9/14/13
dem,112,9/14/13
Democrat,111,9/14/13
johnmackerman,111,9/14/13
evict,111,9/14/13
tanqueto,110,9/14/13
operative,109,9/14/13
reform,108,9/14/13
riot,107,9/14/13
webcamsdemexico,104,9/14/13
Rico,103,9/14/13
close,103,9/14/13
right,103,9/14/13
conaguo,102,9/14/13
square,102,9/14/13
Oaxaca,102,9/14/13
Tampico,101,9/14/13
take,101,9/14/13
Puebla,100,9/14/13
Coast,97,9/14/13
person,94,9/14/13
13smx,91,9/14/13
gas,91,9/14/13
Revolution,90,9/14/13
Monument,88,9/14/13
see,87,9/14/13
block,86,9/14/13
State,85,9/14/13
end,84,9/14/13
people,83,9/14/13
Reuter,82,9/14/13
violence,82,9/14/13
To give,81,9/14/13
Deo,81,9/14/13
Costa,81,9/14/13
wind,81,9/14/13
Socket,80,9/14/13
Photo,79,9/14/13
tell,79,9/14/13
occupation,78,9/14/13
civil,78,9/14/13
leave,78,9/14/13
front,77,9/14/13
Hist,75,9/14/13
North,75,9/14/13
enah,74,9/14/13
Showdown,73,9/14/13
affect,70,9/14/13
path,70,9/14/13
caution,70,9/14/13
Street,68,9/14/13
issue,67,9/14/13
helic,66,9/14/13
ptero,66,9/14/13
large,65,9/14/13
YouTube,64,9/14/13
inform,64,9/14/13
intensify,62,9/14/13
height,62,9/14/13
BBC,61,9/14/13
return,60,9/14/13
generate,60,9/14/13
part,60,9/14/13
week,60,9/14/13
form,59,9/14/13
duty,58,9/14/13
find,57,9/14/13
UNAM,57,9/14/13
September,57,9/14/13
Ana,57,9/14/13
declare,57,9/14/13
knowing,56,9/14/13
area,55,9/14/13
FICO,55,9/14/13
port,54,9/14/13
social,54,9/14/13
lock,54,9/14/13
todosconlacnte,53,9/14/13
miguelcarbonell,53,9/14/13
santafe,52,9/14/13
ximo,52,9/14/13
Tico,52,9/14/13
The end,52,9/14/13
force,51,9/14/13
evolve,51,9/14/13
tvnoticiasmx,51,9/14/13
strengthen,51,9/14/13
follow,50,9/14/13
News,50,9/14/13
Sunday,50,9/14/13
International,50,9/14/13
Tuxpan,49,9/14/13
report post,49,9/14/13
PAC,48,9/14/13
get,48,9/14/13
keep,48,9/14/13
Earth,48,9/14/13
independence,47,9/14/13
Please,47,9/14/13
To want,46,9/14/13
represi,46,9/14/13
juarezviolentoo7,46,9/14/13
educational,46,9/14/13
touch,45,9/14/13
video,45,9/14/13
advance,45,9/14/13
come,44,9/14/13
striking,44,9/14/13
Hurricane,1764,9/15/13
Ingrid,1485,9/15/13
Storm,1443,9/15/13
Mexico,1076,9/15/13
Manuel,947,9/15/13
CNTE,901,9/15/13
master,849,9/15/13
March,838,9/15/13
Xico,748,9/15/13
tropical,665,9/15/13
flood,549,9/15/13
climate,449,9/15/13
Veracruz,423,9/15/13
canelo,373,9/15/13
Revolution,334,9/15/13
fight,322,9/15/13
new,317,9/15/13
protest,286,9/15/13
Monument,283,9/15/13
cry,250,9/15/13
Calo,250,9/15/13
time,237,9/15/13
Acapulco,235,9/15/13
tamaulipa,229,9/15/13
manifestant,224,9/15/13
light,219,9/15/13
support,217,9/15/13
Coast,210,9/15/13
rain,199,9/15/13
see,197,9/15/13
Estela,190,9/15/13
dead,186,9/15/13
Tampico,182,9/15/13
conaguo,181,9/15/13
National,178,9/15/13
wind,176,9/15/13
EPN,174,9/15/13
Mayweather,172,9/15/13
To give,170,9/15/13
use,164,9/15/13
alert,164,9/15/13
high,163,9/15/13
reform,159,9/15/13
weather,157,9/15/13
level,155,9/15/13
eviction,155,9/15/13
get,154,9/15/13
splitting,150,9/15/13
leave,149,9/15/13
hire,149,9/15/13
severe,149,9/15/13
translate,147,9/15/13
populate,144,9/15/13
mother,136,9/15/13
Guerrero,134,9/15/13
Earth,134,9/15/13
Xalapa,133,9/15/13
touch,131,9/15/13
convert,130,9/15/13
MyWeather,120,9/15/13
15smx,119,9/15/13
Colima,115,9/15/13
power,112,9/15/13
webcamsdemexico,111,9/15/13
Ana,109,9/15/13
Gulf,108,9/15/13
cnnmex,107,9/15/13
people,107,9/15/13
block,107,9/15/13
first,107,9/15/13
category,106,9/15/13
ingl,106,9/15/13
person,104,9/15/13
area,102,9/15/13
telenewsmex,100,9/15/13
Costa,100,9/15/13
live,99,9/15/13
Polic,99,9/15/13
kill,97,9/15/13
tvnoticiasmx,95,9/15/13
evacuate,93,9/15/13
image,91,9/15/13
tell,91,9/15/13
alertarevoluci,87,9/15/13
report post,85,9/15/13
front,80,9/15/13
find,79,9/15/13
September,79,9/15/13
follow,77,9/15/13
notice,77,9/15/13
Juan,76,9/15/13
large,75,9/15/13
threaten,75,9/15/13
m_£¬°rquez,75,9/15/13
Plaza,74,9/15/13
evict,74,9/15/13
wait,73,9/15/13
path,73,9/15/13
Photo,73,9/15/13
civil,73,9/15/13
jlgalindo1,73,9/15/13
suspend,72,9/15/13
CNN,72,9/15/13
michoac,72,9/15/13
cntesequeda,70,9/15/13
video,70,9/15/13
exit,69,9/15/13
step,69,9/15/13
Chiapa,69,9/15/13
pass,68,9/15/13
North,68,9/15/13
tamps,68,9/15/13
pussy,66,9/15/13
admire,66,9/15/13
Oaxaca,66,9/15/13
student,66,9/15/13
medium,65,9/15/13
caution,65,9/15/13
Mexican,65,9/15/13
independence,64,9/15/13
raulorvananos,64,9/15/13
form,64,9/15/13
take,64,9/15/13
opposite,64,9/15/13
target,62,9/15/13
put,62,9/15/13
family,62,9/15/13
South,62,9/15/13
batter,61,9/15/13
affect,61,9/15/13
strong,61,9/15/13
City,61,9/15/13
140km,61,9/15/13
System,60,9/15/13
social,60,9/15/13
Government,60,9/15/13
revistaproceso,60,9/15/13
Police,59,9/15/13
data protection,58,9/15/13
side,58,9/15/13
Well,58,9/15/13
dual,57,9/15/13
Sunday,56,9/15/13
Forum,56,9/15/13
height,56,9/15/13
HRW,55,9/15/13
solidarity,55,9/15/13
Hidalgo,55,9/15/13
night,54,9/15/13
advance,54,9/15/13
duty,54,9/15/13
clean,54,9/15/13
metmex,53,9/15/13
Center,52,9/15/13
year,52,9/15/13
Puebla,51,9/15/13
FICO,51,9/15/13
ATL,51,9/15/13
PAC,50,9/15/13
force,50,9/15/13
contingent,50,9/15/13
emergency,50,9/15/13
CONAGUA,49,9/15/13
Storm,2367,9/16/13
Acapulco,1705,9/16/13
Hurricane,1585,9/16/13
Ingrid,1505,9/16/13
flood,1183,9/16/13
Manuel,1101,9/16/13
tropical,985,9/16/13
Mexico,894,9/16/13
Xico,891,9/16/13
Guerrero,824,9/16/13
March,695,9/16/13
area,564,9/16/13
Veracruz,518,9/16/13
dead,479,9/16/13
time,427,9/16/13
CNTE,388,9/16/13
Earth,381,9/16/13
tamaulipa,375,9/16/13
rain,367,9/16/13
affect,333,9/16/13
help,301,9/16/13
Photo,269,9/16/13
National,260,9/16/13
find,251,9/16/13
protest,249,9/16/13
Center,249,9/16/13
leave,248,9/16/13
touch,238,9/16/13
Diamond,235,9/16/13
climate,234,9/16/13
support,230,9/16/13
master,229,9/16/13
emergency,227,9/16/13
manifestant,213,9/16/13
EPN,203,9/16/13
water,185,9/16/13
pedroferriz,181,9/16/13
list,180,9/16/13
power,179,9/16/13
Airport,178,9/16/13
Calo,173,9/16/13
main,167,9/16/13
cry,165,9/16/13
conaguo,164,9/16/13
close,163,9/16/13
follow,159,9/16/13
damage,158,9/16/13
medium,157,9/16/13
reform,156,9/16/13
refuge,156,9/16/13
To give,152,9/16/13
Highway,150,9/16/13
person,149,9/16/13
kill,148,9/16/13
take,148,9/16/13
Coast,145,9/16/13
Sun,145,9/16/13
cnnmex,144,9/16/13
spread,141,9/16/13
new,141,9/16/13
skyalertstorm,137,9/16/13
get,135,9/16/13
isolate,135,9/16/13
Costa,131,9/16/13
step,129,9/16/13
live,129,9/16/13
collection,125,9/16/13
Revolution,123,9/16/13
class,123,9/16/13
Parade,122,9/16/13
Xalapa,120,9/16/13
lopezdorigo,119,9/16/13
see,118,9/16/13
fishing,117,9/16/13
join,116,9/16/13
xeunoticio,116,9/16/13
pass,115,9/16/13
September,115,9/16/13
House,115,9/16/13
report post,114,9/16/13
image,112,9/16/13
15smx,112,9/16/13
webcamsdemexico,111,9/16/13
suspend,110,9/16/13
Road,110,9/16/13
people,109,9/16/13
Monument,109,9/16/13
Javier,107,9/16/13
afectaci,106,9/16/13
Duarte,104,9/16/13
telenewsmex,104,9/16/13
batter,102,9/16/13
Please,101,9/16/13
Red,99,9/16/13
Forum,96,9/16/13
alert,96,9/16/13
duty,95,9/16/13
populate,95,9/16/13
ntelevisa,94,9/16/13
washing,94,9/16/13
Metro,93,9/16/13
Tampico,92,9/16/13
degrade,91,9/16/13
air,91,9/16/13
tell,90,9/16/13
Ana,90,9/16/13
juarezcisnero,89,9/16/13
foot,87,9/16/13
North,87,9/16/13
independence,86,9/16/13
notice,86,9/16/13
Governor,86,9/16/13
override,84,9/16/13
Millennium,84,9/16/13
slope,83,9/16/13
Hostel,83,9/16/13
Colima,83,9/16/13
tweeters,82,9/16/13
opposite,82,9/16/13
die,81,9/16/13
novedadesaca,81,9/16/13
Hotel,79,9/16/13
Countess,79,9/16/13
jlgalindo1,79,9/16/13
tourist,78,9/16/13
family,77,9/16/13
SEGOB,77,9/16/13
serious,76,9/16/13
Polanco,75,9/16/13
strong,75,9/16/13
Street,75,9/16/13
read the FAQ.,74,9/16/13
landfall,74,9/16/13
continue,74,9/16/13
risk,73,9/16/13
exit,71,9/16/13
wait,70,9/16/13
depression,70,9/16/13
weaken,69,9/16/13
City,69,9/16/13
inform,69,9/16/13
fen,67,9/16/13
tamp,67,9/16/13
big,66,9/16/13
qtf,66,9/16/13
FICO,65,9/16/13
village,65,9/16/13
Federal,65,9/16/13
municipality,65,9/16/13
lopezdoriga,64,9/16/13
SCT,64,9/16/13
install,64,9/16/13
Colosio,63,9/16/13
aristeguionline,63,9/16/13
suffer,62,9/16/13
brother,62,9/16/13
Holy,62,9/16/13
intense,62,9/16/13
News,62,9/16/13
catch,62,9/16/13
Reuters,61,9/16/13
Nieto,61,9/16/13
Storm,1812,9/17/13
Acapulco,1404,9/17/13
flood,1363,9/17/13
Center,1209,9/17/13
collection,1096,9/17/13
Hurricane,957,9/17/13
Manuel,952,9/17/13
Xico,881,9/17/13
Ingrid,843,9/17/13
affect,752,9/17/13
Guerrero,744,9/17/13
tropical,656,9/17/13
rain,645,9/17/13
master,590,9/17/13
help,579,9/17/13
Mexico,563,9/17/13
CNTE,535,9/17/13
Veracruz,495,9/17/13
support,479,9/17/13
March,466,9/17/13
take,338,9/17/13
dead,335,9/17/13
damage,297,9/17/13
reform,290,9/17/13
area,289,9/17/13
power,277,9/17/13
protest,263,9/17/13
time,255,9/17/13
leave,247,9/17/13
find,236,9/17/13
manifestant,220,9/17/13
National,218,9/17/13
new,214,9/17/13
step,192,9/17/13
tell,190,9/17/13
cruzroja,188,9/17/13
person,188,9/17/13
Open,184,9/17/13
cross,182,9/17/13
see,172,9/17/13
climate,166,9/17/13
telenewsmex,166,9/17/13
EPN,165,9/17/13
close,164,9/17/13
strong,159,9/17/13
Photo,155,9/17/13
educational,153,9/17/13
solidarity,153,9/17/13
Red,152,9/17/13
webcamsdemexico,151,9/17/13
depression,149,9/17/13
tourist,148,9/17/13
Calo,147,9/17/13
tamaulipa,143,9/17/13
SEGOB,136,9/17/13
follow,135,9/17/13
get,133,9/17/13
conaguo,132,9/17/13
main,132,9/17/13
refuge,130,9/17/13
intense,124,9/17/13
ensure,121,9/17/13
Chilpancingo,121,9/17/13
To want,120,9/17/13
Ana,120,9/17/13
City,120,9/17/13
brother,116,9/17/13
image,116,9/17/13
populate,116,9/17/13
inform,116,9/17/13
front,115,9/17/13
Veres,112,9/17/13
receive,112,9/17/13
jlgalindo1,111,9/17/13
people,109,9/17/13
list,108,9/17/13
To give,108,9/17/13
Government,107,9/17/13
need,107,9/17/13
Col,106,9/17/13
put,105,9/17/13
Highway,103,9/17/13
continue,101,9/17/13
Mexican,101,9/17/13
prisoner,100,9/17/13
class,100,9/17/13
Airport,100,9/17/13
Well,99,9/17/13
alexacorrea7357,99,9/17/13
Beach,99,9/17/13
knowing,98,9/17/13
water,98,9/17/13
House,97,9/17/13
wait,96,9/17/13
duty,95,9/17/13
first,94,9/17/13
install,94,9/17/13
cnnmex,93,9/17/13
large,92,9/17/13
emergency,91,9/17/13
night,91,9/17/13
Oaxaca,88,9/17/13
Interjet,87,9/17/13
Nico,87,9/17/13
flight,87,9/17/13
ass,86,9/17/13
sexeniomx,86,9/17/13
art,85,9/17/13
Holy,85,9/17/13
account,84,9/17/13
manceramiguelmx,83,9/17/13
South,82,9/17/13
pass,81,9/17/13
yuribia,81,9/17/13
Earth,81,9/17/13
Monterrey,78,9/17/13
Fern_°ndez,78,9/17/13
alert,78,9/17/13
Deo,77,9/17/13
Costa,77,9/17/13
SEV,76,9/17/13
State,76,9/17/13
unemployment,75,9/17/13
losing,75,9/17/13
Locate,75,9/17/13
municipality,74,9/17/13
skyalertstorm,73,9/17/13
Nieto,73,9/17/13
MEX,73,9/17/13
Lui,72,9/17/13
ask,72,9/17/13
remnant,72,9/17/13
Gulf,71,9/17/13
animal,71,9/17/13
Please,70,9/17/13
Tampico,70,9/17/13
News,69,9/17/13
cause,69,9/17/13
gico,69,9/17/13
plastic,68,9/17/13
Street,67,9/17/13
Grace,66,9/17/13
Puebla,65,9/17/13
investigate,65,9/17/13
COMIT,65,9/17/13
attention,65,9/17/13
generosity,65,9/17/13
locality,65,9/17/13
batter,64,9/17/13
felipecalderon,64,9/17/13
tvnoticiasmx,64,9/17/13
capufe,64,9/17/13
victim,63,9/17/13
Hern,63,9/17/13
call,63,9/17/13
AMLO,63,9/17/13
work,63,9/17/13
report post,63,9/17/13
Aviator,63,9/17/13
Mota,63,9/17/13
Millennium,62,9/17/13
Storm,1863,9/18/13
Manuel,1502,9/18/13
Hurricane,1354,9/18/13
CNTE,1229,9/18/13
flood,1135,9/18/13
Xico,1061,9/18/13
March,864,9/18/13
Acapulco,823,9/18/13
Mexico,794,9/18/13
tropical,668,9/18/13
master,657,9/18/13
Calo,634,9/18/13
Ingrid,489,9/18/13
affect,404,9/18/13
support,380,9/18/13
manifestant,371,9/18/13
time,358,9/18/13
Sinaloa,350,9/18/13
convert,320,9/18/13
power,301,9/18/13
Tlatelolco,285,9/18/13
rain,276,9/18/13
student,274,9/18/13
tourist,267,9/18/13
help,251,9/18/13
Guerrero,242,9/18/13
protest,235,9/18/13
dead,224,9/18/13
National,219,9/18/13
take,207,9/18/13
Revolution,203,9/18/13
Veracruz,202,9/18/13
damage,199,9/18/13
Monument,196,9/18/13
person,193,9/18/13
Center,181,9/18/13
find,180,9/18/13
new,177,9/18/13
reform,168,9/18/13
leave,166,9/18/13
tell,163,9/18/13
alert,163,9/18/13
return,162,9/18/13
area,158,9/18/13
webcamsdemexico,157,9/18/13
depression,156,9/18/13
ximo,152,9/18/13
South,151,9/18/13
follow,146,9/18/13
North,144,9/18/13
cause,143,9/18/13
unemployment,141,9/18/13
telenewsmex,138,9/18/13
image,136,9/18/13
see,134,9/18/13
UNAM,128,9/18/13
Government,125,9/18/13
cnnmex,124,9/18/13
get,124,9/18/13
To give,123,9/18/13
toll,122,9/18/13
video,121,9/18/13
course,115,9/18/13
duty,115,9/18/13
Photo,114,9/18/13
death,112,9/18/13
Plaza,112,9/18/13
EPN,111,9/18/13
collection,109,9/18/13
tvnoticiasmx,109,9/18/13
class,103,9/18/13
City,101,9/18/13
Google,101,9/18/13
front,100,9/18/13
step,97,9/18/13
change,97,9/18/13
To want,96,9/18/13
provide for,94,9/18/13
close,94,9/18/13
NASA,94,9/18/13
Gulf,93,9/18/13
approach,93,9/18/13
rise,92,9/18/13
climate,91,9/18/13
thousand,91,9/18/13
Costa,91,9/18/13
Mexican,91,9/18/13
wait,90,9/18/13
peace,90,9/18/13
News,89,9/18/13
ask,89,9/18/13
Well,89,9/18/13
Mancera,89,9/18/13
strengthen,88,9/18/13
sexeniomx,87,9/18/13
pen,87,9/18/13
BRACKET,87,9/18/13
lopezdorigo,86,9/18/13
path,86,9/18/13
Ana,86,9/18/13
aristeguionline,86,9/18/13
disaster,83,9/18/13
axis,83,9/18/13
possible,81,9/18/13
direct,81,9/18/13
culture,81,9/18/13
Oaxaca,81,9/18/13
avoid,80,9/18/13
height,80,9/18/13
FICO,80,9/18/13
State of Mexico,80,9/18/13
calo18smx,79,9/18/13
UAM,78,9/18/13
PRI,77,9/18/13
lajornadaonline,77,9/18/13
ocupaelz,77,9/18/13
jlgalindo1,77,9/18/13
yucat,76,9/18/13
force,76,9/18/13
Central,76,9/18/13
California,75,9/18/13
trap,74,9/18/13
SEGOB,74,9/18/13
pass,73,9/18/13
tamaulipa,73,9/18/13
CONAGUA,73,9/18/13
orientadorvial,72,9/18/13
night,72,9/18/13
category,72,9/18/13
water,72,9/18/13
capital,72,9/18/13
educational,72,9/18/13
inform,72,9/18/13
main,71,9/18/13
come,70,9/18/13
PAC,69,9/18/13
solidarity,69,9/18/13
Holy,69,9/18/13
Millennium,69,9/18/13
report post,69,9/18/13
AMLO,68,9/18/13
Tico,67,9/18/13
emergency,66,9/18/13
populate,66,9/18/13
lead,66,9/18/13
put,65,9/18/13
authority,65,9/18/13
airlift,64,9/18/13
strong,64,9/18/13
mobilize,63,9/18/13
capture,63,9/18/13
last one,62,9/18/13
large,62,9/18/13
Wednesday,62,9/18/13
alertarevoluci,62,9/18/13
Manuel,3263,9/19/13
Hurricane,2859,9/19/13
Storm,1563,9/19/13
Sinaloa,1310,9/19/13
Xico,1194,9/19/13
Mexico,1089,9/19/13
flood,953,9/19/13
Ingrid,833,9/19/13
affect,778,9/19/13
March,770,9/19/13
Acapulco,646,9/19/13
rain,628,9/19/13
CNTE,584,9/19/13
tropical,498,9/19/13
Earth,453,9/19/13
time,436,9/19/13
touch,378,9/19/13
manifestant,376,9/19/13
help,342,9/19/13
support,341,9/19/13
culiac,304,9/19/13
category,297,9/19/13
Center,293,9/19/13
alert,289,9/19/13
dead,275,9/19/13
damage,263,9/19/13
master,257,9/19/13
find,248,9/19/13
convert,234,9/19/13
new,226,9/19/13
eldebate,219,9/19/13
Costa,214,9/19/13
Guerrero,211,9/19/13
National,210,9/19/13
ntelevisa,193,9/19/13
take,192,9/19/13
area,189,9/19/13
protest,187,9/19/13
hit,182,9/19/13
leave,179,9/19/13
South,174,9/19/13
step,173,9/19/13
sound,171,9/19/13
person,170,9/19/13
Veracruz,168,9/19/13
power,167,9/19/13
EPN,163,9/19/13
reform,163,9/19/13
strong,161,9/19/13
image,153,9/19/13
North,153,9/19/13
toll,152,9/19/13
climate,152,9/19/13
death,146,9/19/13
Government,143,9/19/13
night,140,9/19/13
collection,138,9/19/13
notice,137,9/19/13
join,136,9/19/13
follow,135,9/19/13
class,133,9/19/13
family,126,9/19/13
Gulf,123,9/19/13
